name,latin_name,temperature,length,location,food,kryjowka_info,breeding_info
Pielęgniczka Agassiza, Apistogramma agassizii ,22 - 29°C,7.5 cm,Ameryka Płd.,"mrożony,suchy,żywy","<p>Zalecane akwarium to ok 70 l, niezbyt jasno oświetlone, gęsto obsadzone roślinami, dobrze filtrowane, z miękkim piaszczystym podłożem i licznymi kryjówkami z kamieni, na których pielęgniczki mogłyby także składać jaja. Prąd wody niezbyt silny. Są wrażliwe na jakość wody, podmiany jednak nie powinny być zbyt duże (ok 10-15%). Nie zalecane trzymanie z innymi pielęgniczkami. W akwarium ogólnym mogą mieszkać z małymi łagodnymi rybami o podobnych wymaganiach środowiskowych.</p>","Żerowanie: ,środek,Rozmnażanie: ,jajorodne,Pokarm: ,mrożony,, ,suchy,, ,żywy,Długość życia: ,5 lat"
Przylga chińska – Cudaczek, Beaufortia kweichowensis ,16 - 24°C,7.5 cm,Azja,"glony,mrożony,roślinny,suchy,żywy","<p>Wymagają akwarium o podstawie co najmniej 60×30 cm. Dobrze czują się na żwirowym, piaszczystym lub mieszanym podłożu. Do dekoracji można użyć różnych wielkości płaskich kamieni. Należy unikać korzeni, które barwią wodę a tym samym ograniczają ilość światła i przyrost glonów. Mimo, że w środowisku w jakim żyją rośliny są rzadkością, można udekorować akwarium wytrzymałymi gatunkami np. Mikrozorium, Anubias, Krynia.</p>","Żerowanie: ,przy dnie,Rozmnażanie: ,jajorodne,Pokarm: ,glony,, ,mrożony,, ,roślinny,, ,suchy,, ,żywy,Długość życia: ,5 - 10 lat"
Pielęgniczka Boliwijska, Mikrogeophagus altispinosus ,22 - 26°C,8.5 cm,Ameryka Płd.,łagodne,"<p>Dla pary pielęgniczek odpowiednie będzie akwarium o minimum 80 cm długości, najlepiej z piaszczystym podłożem w którym będą mogły swobodnie kopać. Ryby są dosyć nieśmiałe potrzebują kryjówek z kamieni, korzeni i roślinności. Oświetlenie powinno być stłumione przez rośliny pływające. W tak urządzonym zbiorniku będą się czuły znacznie pewniej. Łatwo dostosowują się do każdych parametrów wody ale bardzo ważna jest jej jakość. Wymagają częstych podmian. Może być trzymana w akwarium towarzyskim z mniejszymi spokojnymi rybami.</p>","Żerowanie: ,przy dnie,, ,środek,Rozmnażanie: ,jajorodne,Usposobienie: ,łagodne,Trudność hodowli: ,umiarkowana,Pokarm: ,mrożony,, ,suchy,, ,żywy,Długość życia: ,2 - 4 lat"
Przeźroczka indyjska, Parambassis ranga ,20 - 28°C,5 - 7 cm,Azja,"mrożony,roślinny,suchy","<p>Dla grupki 6 – 8 przeźroczek potrzebne będzie ok 72 litrowe akwarium, z ciemnym podłożem, obsadzone dużą ilością roślin. Rybki znoszą dobrze zarówno wodę średnio-miękką jak i twardą. Najlepiej czują się w wodzie o odczynie obojętnym bliskim 7 pH. Nie tolerują wody świeżej, stąd przy podmianach należy uważać i używać wody starej (długo odstanej). Mogą przebywać również w wodzie słonawej. <strong>Mitem natomiast jest, że potrzebują wody z dodatkiem soli</strong>. Kupując warto zapytać sprzedawcę w jakiej wodzie są trzymane, ponieważ aklimatyzacja z akwarium słonowodnego do słodkowodnego (i odwrotnie) powinna zachodzić bardzo powoli.</p>","Żerowanie: ,środek,Rozmnażanie: ,jajorodne,Pokarm: ,mrożony,, ,roślinny,, ,suchy,Długość życia: ,5 - 6 lat"
Pyszczak acei – złotopłetwy, Pseudotropheus sp. 'acei' ,24 - 28°C,10 - 15 cm,Malawi,"glony,mrożony,roślinny,suchy,żywy","<p>Dla grupy tych ryb zaleca się przynajmniej 150 cm długości akwarium, z wysoko ustawioną dekoracją skalną, piaszczystym podłożem i pozostawioną rozległą przestrzenią do pływania. W zbiorniku możemy umieścić również duży korzeń, który odzwierciedli nieco lepiej naturalne warunki panujące w ich siedliskach. Woda powinna być czysta i dobrze natleniona, raczej twarda o temperaturze 26-28 C, z przedziału 7.5-8.8 pH. Wymagane są regularne znaczne, cotygodniowe podmiany wody.</p>","Żerowanie: ,środek,Rozmnażanie: ,jajorodne,Pokarm: ,glony,, ,mrożony,, ,roślinny,, ,suchy,, ,żywy,Długość życia: ,8 - 10 lat"
Pstrążenica marmurkowa, Carnegiella strigata ,24 - 28°C,3.5 - 5 cm,Ameryka Płd.,"mrożony,suchy,żywy","<p>Dla małego stadka pstrążenic marmurkowych zalecane jest minimum 54 l akwarium, z ciemnym podłożem, koniecznie z dużą ilością roślin pływających, między którymi ryby będą spędzały większość czasu. Do dekoracji zbiornika można użyć korzeni lub suchych liści, wydzielających do wody garbniki. Ruch wody nie powinien być zbyt silny. Przestraszone mogą wyskoczyć z akwarium, dlatego wymagana jest pokrywa. Preferują wodę kwaśną i miękką, przefiltrowaną przez torf.</p>","Żerowanie: ,przy tafli wody,Rozmnażanie: ,jajorodne,Pokarm: ,mrożony,, ,suchy,, ,żywy,Długość życia: ,2 - 5 lat"
Pyszczak afra, Cynotilapia afra ,25 - 29°C,10 cm,Afryka,"mrożony,suchy,żywy","<p>Mimo niewielkich rozmiarów wymagają dość dużego zbiornika o długości co najmniej 100 cm, z piaszczystym podłożem, dużą ilością kryjówek skalnych, obszarami z otwartą przestrzenią oraz wydajną filtracją. Ryby uwielbiają przekopywać podłoże. Dekoracje skalne należy ustawiać bezpośrednio na dnie akwarium. Raczej oszczędzają i nie jedzą tych bardziej wytrzymałych roślin.</p>","Żerowanie: ,przy dnie,, ,środek,Rozmnażanie: ,jajorodne,Pokarm: ,mrożony,, ,suchy,, ,żywy,Długość życia: ,8 - 12 lat"
Pyszczak Livingstona – plamisty, Nimbochromis livingstonii ,24 - 28°C,25 cm,Afryka,"mrożony,suchy,żywy","<p>Dla grupy młodych pyszczaków plamistych wystarczy ok. 250 litrowe akwarium. Ryby te jednak szybko rosną, a grupa 6-8 dorosłych wymaga co najmniej 500 l.  Zaleca się trzymanie jednego samca w towarzystwie kilku samic. Samce są agresywne wobec siebie, a ich agresja nasila się szczególnie podczas okresu rozrodu.</p>","Żerowanie: ,przy dnie,, ,środek,Rozmnażanie: ,jajorodne,Pokarm: ,mrożony,, ,suchy,, ,żywy,Długość życia: ,10 lat"
Pyszczak moorii – Delfinek błękitny, Cyrtocara moorii ,25 - 29°C,25 cm,Afryka,"mrożony,suchy,żywy","<p>Wymagają zbiornika o długości co najmniej  150 cm, z piaszczystym podłożem i dekoracjami z korzeni lub kamieni z wieloma kryjówkami. Koniecznie muszą mieć dużo pozostawionej przestrzeni do pływania wzdłuż akwarium. Lubią przekopywać podłoże, dlatego kamienie powinny leżeć na dnie, a nie na piachu. Z roślin należy wybierać tylko te wytrzymałe, które rosną przymocowane do dekoracji.</p>","Żerowanie: ,przy dnie,, ,środek,Rozmnażanie: ,jajorodne,Pokarm: ,mrożony,, ,suchy,, ,żywy,Długość życia: ,10 lat"
Pyszczak niebieski, Pseudotropheus socolofi ,24 - 28°C,10.5 cm,Malawi,umiarkowane,"<p>Dla haremu samca i 3-4 samic niezbędne jest akwarium o długości min. 100 cm i szerokości 40 cm, z piaszczystym podłożem i dekoracją skalną, z licznymi jaskiniami i szczelinami. Na dekoracjach można mocować wytrzymałe rośliny np. Anubiasy.</p>","Żerowanie: ,przy dnie,, ,środek,Rozmnażanie: ,jajorodne,Usposobienie: ,umiarkowane,Trudność hodowli: ,umiarkowana,Pokarm: ,glony,, ,mrożony,, ,roślinny,, ,suchy,, ,żywy,Długość życia: ,5 - 8 lat"
Pyszczak Maingano, Melanochromis cyaneorhabdos ,24 - 28°C,10 cm,Malawi,"glony,mrożony,roślinny,suchy,żywy","<p>Dla haremu pyszczaków – jednego samca i kilku samic niezbędne będzie duże akwarium o długości co najmniej 90 cm i pojemności ok 150l. Jeżeli samców ma być więcej lub chcemy je trzymać w akwarium wielogatunkowym to musimy dobrać odpowiednio większe akwarium. Niezbędna będzie duża ilość dekoracji np. konstrukcje z kamieni – groty, jaskinie – gdzie ryby będą mogły znaleźć schronienie. Najlepiej czują się w zbiorniku z piaszczystym podłożem i dobrze natlenioną wodą.</p>","Żerowanie: ,przy dnie,Rozmnażanie: ,jajorodne,Pokarm: ,glony,, ,mrożony,, ,roślinny,, ,suchy,, ,żywy,Długość życia: ,7 - 9 lat"
Pielęgniczka Kakadu, Apistogramma cacatuoides ,22 - 29°C,8 cm,Ameryka Płd.,"mrożony,suchy,żywy","<p>Jeżeli chcemy mieć kilka samców, akwarium musi być stosunkowo duże, tak aby nie dochodziło do walk między rywalami. Kakadu są bardzo wrażliwe na wysokie stężenia azotanów dlatego wymagane są częste podmiany wody. Dla haremu wystarczające będzie 70 litrowe akwarium, gęsto obsadzone roślinnością z mnóstwem kryjówek, grot, zakamarków np. z kamieni. Podłoże najlepiej miękkie, piaszczyste. Światło rozproszone. Nie lubią zbyt silnego prądu wody. Ryby pasują do akwarium towarzyskiego lecz nie można ich łączyć z innymi pielęgniczkami. W czasie tarła przejawiają agresje w stosunku do innych ryb. Dobrze komponują się np. z małymi kąsaczami i sumami.</p>","Żerowanie: ,przy dnie,, ,środek,Rozmnażanie: ,jajorodne,Pokarm: ,mrożony,, ,suchy,, ,żywy,Długość życia: ,4 - 5 lat"
Pielęgniczka Ramireza, Mikrogeophagus ramirezi ,26 - 30°C,4 - 7 cm,Ameryka Płd.,łagodne,"<p>Dla dorosłej pary pielęgniczek zaleca się akwarium o długości min. 60 cm. Zbiornik urządzony na wzór biotopu naturalnego będzie charakteryzował się miękkim, piaszczystym podłożem oraz dekoracją z korzeni i gałęzi. W akwarium nie powinno zabraknąć kilku płaskich, gładkich kamieni, które mogą posłużyć rybom jako potencjalne miejsce do rozrodu. Wrzucone wysuszone liście dodadzą jeszcze bardziej naturalnego wrażenia, zapewnią dodatkowe schronienie oraz cenne źródło pokarmu dla narybku, będą też uwalniać do wody pożądane związki humusowe.</p>","Żerowanie: ,przy dnie,, ,środek,Rozmnażanie: ,jajorodne,Usposobienie: ,łagodne,Trudność hodowli: ,umiarkowana,Pokarm: ,mrożony,, ,suchy,, ,żywy,Długość życia: ,3 - 4 lat"
Pyszczak nóż – płaskogłowy, Dimidiochromis compressiceps ,23 - 28°C,25 cm,Afryka,"mrożony,suchy,żywy","<p>Grupę młodych ryb można trzymać w 250 l akwarium,<strong> dorosłe wymagają minimum 500 l</strong>. Zaleca się trzymanie jednego samca z 3-6 samicami. Samce są bardzo agresywne wobec siebie, często atakują i zabijają konkurentów. Do odwzorowania naturalnego środowiska potrzebne będzie piaszczyste podłoże, kryjówki z kamieni i roślinność z rodzaju Vallisneria – nie mają skłonności do wykopywania. Dodanie do piasku kruszywa koralowego pomoże w zachowaniu odpowiednio wysokiego odczynu pH</p>","Żerowanie: ,przy dnie,, ,środek,Rozmnażanie: ,jajorodne,Pokarm: ,mrożony,, ,suchy,, ,żywy,Długość życia: ,7 - 10 lat"
Pyszczak Rdzawy, Iodotropheus sprengerae ,25 - 29°C,8 cm,Malawi,"glony,mrożony,roślinny,suchy","<p>Dla jednego samca i kilku samic zalecane akwarium ponad 80 l. Jeżeli chcemy więcej ryb to zbiornik musi być odpowiednio większy. Dla 2-3 samców i ok 12 samic akwarium powinno mieć przynajmniej 120 cm długości.  Podłoże najlepiej piaszczyste. Wymagana duża ilość dekoracji skalnych tworzących liczne szczeliny i groty. W akwarium można posadzić rosnące w twardej wodzie rośliny np. Nurzaniec, <a title=""Anubias bateri Nana"" href=""https://rybyakwariowe.eu/roslina-akwariowa/anubias-bateri-nana/"">Anubias</a>. Pyszczaki są wrażliwe na wysokie stężenia związków azotowych – wymagają wydajnej filtracji biologicznej i mechanicznej oraz częstych podmian wody. Ryby raczej odporne na wysokie temperatury, znoszą letnie upały w domowych akwariach przekraczające 30 stopni C.</p>","Żerowanie: ,przy dnie,Rozmnażanie: ,jajorodne,Pokarm: ,glony,, ,mrożony,, ,roślinny,, ,suchy,Długość życia: ,8 - 10 lat"
Pyszczak wspaniały, Nimbochromis Venustus ,24 - 28°C,25 cm,Malawi,"mrożony,suchy,żywy","<p>Dla grupy młodych ryb wystarczy 250 litrowe akwarium, jednak szybko rosną i najlepiej od razu zaopatrzyć się w dwukrotnie większe dla docelowej grupy 6-8 dorosłych.  W tej ilości powinny ładnie pływać w grupie. Zaleca się trzymanie jednego samca w towarzystwie kilku samic. Jeżeli samców będzie więcej to w ostateczności i tak zostanie jeden, chyba że akwarium będzie odpowiednio dużo większe.</p>","Żerowanie: ,przy dnie,, ,środek,Rozmnażanie: ,jajorodne,Pokarm: ,mrożony,, ,suchy,, ,żywy,Długość życia: ,10 lat"
Pyszczak wydłużony, Pseudotropheus elongatus ,24 - 28°C,13 cm,Afryka,"glony,mrożony,roślinny,suchy,żywy","<p>Wymaga przestronnego akwarium o dł. min. 120 cm z piaszczystym podłożem, licznymi kryjówkami skalnymi i otwartą przestrzenią do pływania. Mocne oświetlenie zapewni pożądany przyrost glonów.</p>","Żerowanie: ,przy dnie,, ,środek,Rozmnażanie: ,jajorodne,Pokarm: ,glony,, ,mrożony,, ,roślinny,, ,suchy,, ,żywy,Długość życia: ,5 - 8 lat"
Pyszczak saulosi, Pseudotropheus saulosi ,26 - 28°C,8 cm,Malawi,umiarkowane,"<p>Dla jednego samca i 2-3 samic wystarczające będzie akwarium ok 100l z piaszczystym podłożem. Do dekoracji najlepiej użyć skał i kamieniami, tworząc z nich liczne szczeliny czy groty, nie zapominając jednak o pozostawieniu miejsca do pływania. Ryby kopią w podłożu dlatego kamienie powinny być ustawione na dnie akwarium. Wymagają dużego prądu wody, wydajnej filtracji i częstych podmian. Tak jak inne pyszczaki mogą być <strong>wrażliwe na gwałtowne zmiany temperatury wody</strong>, prowadzić to może np. do wytrzeszczu oczu.</p>","Żerowanie: ,przy dnie,, ,środek,Rozmnażanie: ,jajorodne,Usposobienie: ,umiarkowane,Trudność hodowli: ,umiarkowana,Pokarm: ,glony,, ,mrożony,, ,roślinny,, ,ślimaki,, ,suchy,, ,żywy,Długość życia: ,8 lat"
Pyszczak Yellow – Żółty, Labidochromis caeruleus ,24 - 28°C,10 cm,Malawi,"mrożony,roślinny,suchy,żywy","<p>Pyszczakom yellow należy zapewnić akwarium o wymiarach co najmniej 90x45x40 cm. W zbiorniku powinny się znaleźć dekoracje skalne z licznymi kryjówkami w postaci jaskiń i szczelin. Ryby preferują piaszczyste podłoże. Najlepiej trzymać je w akwarium biotopowym z łagodnymi rybami. Mogą być również łączone ze znoszącymi twardą wodę Tęczankami i rybami Karpiowatymi. Ponieważ samce w trakcie zalotów dosyć zaciekle ganiają samice, na jednego samca powinno przypadać kilka samic.</p>","Żerowanie: ,przy dnie,, ,środek,Rozmnażanie: ,jajorodne,Pokarm: ,mrożony,, ,roślinny,, ,suchy,, ,żywy,Długość życia: ,10 lat"
Pirania czerwona – Natterera, Pygocentrus nattereri ,24 - 26°C,30 cm,Ameryka Płd.,żywy,"<p>Dla niewielkiej grupy młodych ryb wystarczy 200 litrowy zbiornik z piaszczystym podłożem, bujną roślinnością.<strong> Dorosłe stado wymaga jednak odpowiednio większego akwarium o min. 200 cm długości</strong>. Do dekoracji możemy użyć konarów, korzeni. Ryby potrzebują dużo wolnej przestrzeni do pływania. Światło najlepiej stłumione. Trzymane w takich warunkach będą bardziej widoczne i aktywne. Mogą być trzymane z innymi gatunkami piranii. Należy jednak pamiętać, że wśród ryb tego gatunku zawsze istnieje ryzyko agresji. Okaleczona, słaba ryba może być celem i ofiarą silniejszych osobników.</p>","Żerowanie: ,środek,Rozmnażanie: ,jajorodne,Pokarm: ,żywy,Długość życia: ,8 - 12 lat"
Pielęgniczka żółta – Borelli, Apistogramma borellii ,20 - 26°C,6.5 cm,Ameryka Płd.,umiarkowane,"<p>Para może być trzymana w min. 60 cm długości akwarium, najlepiej z piaszczystym podłożem. Dekoracje w postaci korzeni, nie tylko nadadzą zbiornikowi bardziej naturalnego wyglądu ale również zapewnią rybom nieco kryjówek. Jako, że pielęgniczki żółte żyją w biotopie czarnych wód to pomocne będzie filtrowanie wody przez torf oraz umieszczenie w akwarium suchych liści np. Dębu lub Ketapangu. Światło nie powinno być zbyt jaskrawe. W takich warunkach sprawdzą się też wytrzymałe rośliny np. Mikrozorium, <a title=""Kryptokoryna Wendta – Zwartka Wendta"" href=""https://rybyakwariowe.eu/roslina-akwariowa/kryptokoryna-wendta-zwartka-wendta/"">Kryptokoryna</a>, <a title=""Anubias bateri Nana"" href=""https://rybyakwariowe.eu/roslina-akwariowa/anubias-bateri-nana/"">Anubias</a> czy mchy. Ryby te nie niszczą i nie podkopują roślin. Tolerują szerokie zakresy parametrów wody, znoszą nawet bardzo niskie temperatury. W Argentynie w miejscach występowania notowano temperatury wody rzędu 12 – 16°C. Optymalna temperatura w akwarium powinna jednak mieścić się między 20 – 26°C. Nie przepadają za zbyt silnym ruchem wody oraz źle znoszą większe stężenia azotanów czy wahania parametrów. Zalecane są mniejsze a częstsze podmiany.</p>","Żerowanie: ,przy dnie,, ,środek,Rozmnażanie: ,jajorodne,Usposobienie: ,umiarkowane,Trudność hodowli: ,łatwa,Pokarm: ,mrożony,, ,suchy,, ,żywy,Długość życia: ,3 - 5 lat"
